video,model,audio_fake_p,lip_sync_fake_p,video_artifact_fake_p,final_fake_p,authenticity,verdict,num_suspicious_frames,suspicious_timestamps_sec,suspicious_frame_numbers
D:\Projects\Final Yr Proj\phase 1 project\MMNet-deepfake-detection\Proj\backend\uploads\video03.mp4,../fake_audio_detector.pth,0.000000,0.529207,0.421468,0.200909,0.799091,REAL/likely,11,"[12.6, 18.2, 18.4, 18.6, 18.8, 24.6, 24.8, 25.0, 77.8, 85.6, 85.8]","[315, 455, 460, 465, 470, 615, 620, 625, 1945, 2140, 2145]"
