video,model,audio_fake_p,lip_sync_fake_p,video_artifact_fake_p,final_fake_p,authenticity,verdict,num_suspicious_frames,suspicious_timestamps_sec,suspicious_frame_numbers
D:\Projects\Final Yr Proj\phase 1 project\MMNet-deepfake-detection\Proj\backend\uploads\videoplayback.mp4,../fake_audio_detector.pth,0.060951,0.514574,0.888728,0.279815,0.720185,REAL/likely,1,[28.6],[715]
